"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","DKK","Danish Krone","0","Units",,,237381,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","DKK","Danish Krone","0","Units",,,240807,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","DKK","Danish Krone","0","Units",,,245450,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","DKK","Danish Krone","0","Units",,,253365,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","DKK","Danish Krone","0","Units",,,259354,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1985","1985","DKK","Danish Krone","0","Units",,,95458,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1990","1990","DKK","Danish Krone","0","Units",,,122691,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","DKK","Danish Krone","0","Units",,,139339,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","DKK","Danish Krone","0","Units",,,162995,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","DKK","Danish Krone","0","Units",,,188942,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","DKK","Danish Krone","0","Units",,,195744,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","DKK","Danish Krone","0","Units",,,204244,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","DKK","Danish Krone","0","Units",,,213179,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","DKK","Danish Krone","0","Units",,,216067,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","DKK","Danish Krone","0","Units",,,223514,,
"DNK","Denmark","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","DKK","Danish Krone","0","Units",,,225206,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1987","1987","EUR","Euro","0","Units",,,10166,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1988","1988","EUR","Euro","0","Units",,,10863,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1989","1989","EUR","Euro","0","Units",,,12095,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1990","1990","EUR","Euro","0","Units",,,13440,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1991","1991","EUR","Euro","0","Units",,,13942,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1992","1992","EUR","Euro","0","Units",,,13483,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1993","1993","EUR","Euro","0","Units",,,13033,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1994","1994","EUR","Euro","0","Units",,,13043,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1995","1995","EUR","Euro","0","Units",,,13366,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1996","1996","EUR","Euro","0","Units",,,13647,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1997","1997","EUR","Euro","0","Units",,,14011,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1998","1998","EUR","Euro","0","Units",,,14542,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1999","1999","EUR","Euro","0","Units",,,15169,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2000","2000","EUR","Euro","0","Units",,,15857,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2001","2001","EUR","Euro","0","Units",,,16903,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2002","2002","EUR","Euro","0","Units",,,17585,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2003","2003","EUR","Euro","0","Units",,,18140,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","EUR","Euro","0","Units",,,19075,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","EUR","Euro","0","Units",,,19770,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","EUR","Euro","0","Units",,,20307,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","EUR","Euro","0","Units",,,21668,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,22861,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","EUR","Euro","0","Units",,,23357,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","EUR","Euro","0","Units",,,23770,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,24685,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,25355,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,25671,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,25828,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,25694,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,25837,,
